,date_of_report,postal_code,first_time_experience,aggressor,display_testimonial,written_report
794,09/05/2020 03:18 AM,W1A 0AX,no,father-in-law,0,60418rcscxb4seysf9kv8vnhkeocovxz013qy1ht885
795,11/05/2020 04:01 AM,X,yes,father-in-law,0,poqlwz487cop826yqqrha334cvyv4d9uk5lcicz25dmajxl3mh
796,31/05/2020 02:44 PM,SE1 8XX,yes,father,0,mi6bcxbrkf4chgs12tknrzr9tguedr234p
797,11/05/2020 05:52 PM,EC1A 1BB,yes,father,0,qynx4w6u3z7tdmbmxsi4r8r5sq36znp2jf6h0op66y3xl
798,15/05/2020 06:36 PM,SW1 3RN,no,brother,0,0m02mfqcus8lsg6zzr6tc2em0lqwd4336zhxqgpe412c
799,27/05/2020 02:59 PM,B7 4NG,yes,brother,0,j68vfbt3pw612xlesniy3gt7ov1agr2c1ybzhcw8k
800,01/05/2020 05:41 AM,nan,no,father-in-law,0,3ec9rpaux6mokgntq2w36lv4vdbr6ae9y0
801,31/05/2020 09:39 AM,B7 4NG,yes,brother,0,tbd1wcnk0cjc91jykusbw2pw3tbu6
802,20/04/2020 10:26 AM,SW1 3RN,yes,brother,0,zhkknmle8j7lai8x0gfkkx8l5qn8hz2
803,30/05/2020 03:56 AM,SW1 3RN,no,partner,0,tbdf9nh7gwrd5lnjuk3hm92togqt9one
804,10/05/2020 09:53 AM,SW1 3RN,no,brother,0,puyfodz48v83rl
805,31/05/2020 03:56 PM,B33 8TH,no,partner,0,o5tcdxj214bacf3
806,15/05/2020 05:39 AM,B33 8TH,no,father-in-law,0,528npe2ppgoxfoixjlpzvey581
807,06/05/2020 04:31 AM,X,no,father-in-law,0,ix9nw4oer43gpp0cl0wkofiou0pr6qlh36z694
808,20/04/2020 10:09 AM,EC1A 1BB,yes,partner,0,gyzn41t8ltzm3g4vyne11b4vz33z
809,25/04/2020 06:37 PM,SE1 8XX,yes,partner,0,iowddtbtjs70kxvrakq6hemw6qu876sksexb8waqbsan83zscq
810,26/05/2020 06:10 AM,M1 1AE,no,partner,1,9jjh02bkgrfjfm5v8hfjpairwh6mpm6236i9d1u9
811,02/05/2020 03:17 PM,SW1 3RN,no,brother,0,kf75x8r0jx5rhardq9291pz592kzzmc6i6gmlbigc
812,29/05/2020 01:59 PM,CR2 6XH,no,father,1,lb8ikapgrhcgb28htv86
813,08/05/2020 01:29 PM,M1 1AE,no,father-in-law,0,td3hz3vic10
814,25/04/2020 07:58 PM,EC1A 1BB,no,brother,0,w62gn8eyty38mzxxnz5kd4ziiom
815,12/04/2020 07:07 AM,DN55 1PT,no,brother,0,hdo9zgqn8if1qmxot19d4xbkaasrpa9a3dz7ij92q4s9
816,02/05/2020 10:49 AM,SE1 8XX,no,father,0,fbokr8dm7k437se1bjlcpv3u6gndf
817,28/05/2020 08:20 AM,SW1 3RN,yes,brother,0,olrboub40hiazuqno6r1fbz
818,23/04/2020 09:48 PM,SE1 8XX,no,brother,1,4pu9abt11o8pfseazxfzu0afgzqumue0xpeu8fly2ga0y
819,07/05/2020 12:49 PM,nan,no,father-in-law,0,pzqzdxae5kppkz1megcrl1i4x9bhd4of4rjk2ehulop16ly
820,20/05/2020 07:03 PM,CR2 6XH,no,partner,0,3pdluxtlvmj
821,16/05/2020 12:59 AM,SE1 8XX,no,father,0,8d8ku1vz3lojk332l9lo7kfyf1vk8imhea67e8k54yuuh0c
822,18/04/2020 07:32 AM,M1 1AE,no,partner,0,k3qxapuv3vjq5gfwi0fv
823,12/05/2020 01:33 PM,SW1V 4DG,yes,father-in-law,0,7okmhgk4s9woy
824,06/05/2020 12:34 PM,DN55 1PT,yes,brother,0,qa0jrb1s79bkadfbc4nsvb4zx
825,19/05/2020 05:06 AM,EC1A 1BB,yes,brother,1,btr2opms9qnghzr38tuxh5a0x3fqhn0v
826,27/04/2020 02:44 AM,B33 8TH,no,father,0,6r3fx6xtzso5uh2z7xcda82phdexad0kmr6aplha0zpsmj
827,22/04/2020 10:43 PM,W1A 0AX,yes,brother,0,fub8m9mv1zonew033
828,25/05/2020 01:04 PM,X,yes,brother,0,29ckqbmdktpx62edejv8
829,05/05/2020 12:07 AM,DN55 1PT,no,father-in-law,1,rj3295o34kf1io5cabrwuu
830,19/05/2020 11:49 PM,EC1A 1BB,no,brother,1,xq7
831,26/05/2020 04:08 AM,SW1V 4DG,yes,father-in-law,0,arlusr6slwy1shw2h26ew0jhh6oxe6adrra0uezss8sdic
832,25/04/2020 08:14 AM,X,yes,brother,0,bg0
833,04/05/2020 10:01 AM,SW1 3RN,no,father,0,g59otijf1f7w4p9h3i8tqquff0911gif4j9
834,27/04/2020 06:17 PM,B7 4NG,no,brother,0,dzt7796k2nd5w0
835,14/05/2020 07:52 PM,B7 4NG,no,brother,0,t2yjj6glgsqhathqz7h155znnshj
836,24/05/2020 04:27 PM,SE1 8XX,no,brother,0,jzi8el1lruapqjurv2nuoyteadq0eq
837,22/05/2020 05:38 AM,EC1A 1BB,no,partner,0,r3xywuckihhrwwgzjjinm2xyx80bubz987dspjts2
838,14/05/2020 02:40 PM,W1A 0AX,no,father,0,9o6qi54rs
839,25/05/2020 05:39 AM,DN55 1PT,yes,father,0,usognt90keggor6ft6qi3twrx
840,20/05/2020 12:46 PM,B7 4NG,yes,father-in-law,0,zabsjt5jjnc0mnqceyr3vxgx1776q8pxprqmtt8s
841,29/05/2020 11:16 PM,B33 8TH,no,father-in-law,0,ey7kq0p3fqbcf8wgrl66v30bor665o9ry18b3lrh3
842,09/05/2020 10:51 PM,W1A 0AX,no,father,0,ib4w99geutquib8g5ghywy0yj72g082qcddk3w5
843,28/05/2020 06:22 AM,EC1A 1BB,no,partner,0,mriw31w5bwk1ef95dlz9jjyh8pipwlywxjfrtquxlqp47
844,16/05/2020 02:09 PM,SW1V 4DG,yes,father-in-law,0,ydvjlm6h6yo05rj7j24hnqr8rydev7dq
845,19/04/2020 11:09 AM,SE1 8XX,no,father,0,npf450x75qtw636rr1q4bi36vybeae0wyk
846,30/05/2020 03:40 PM,B7 4NG,no,father,0,n6bu9961f1l6qr39okw6xx97v7ni4fef3y8mjy5s8
847,31/05/2020 08:00 AM,nan,yes,brother,0,3yoh584x54171kidvl
848,04/05/2020 03:01 PM,W1A 0AX,yes,father-in-law,0,3rgmf15y0skxg861s6ntjc
849,14/05/2020 01:44 PM,SW1 3RN,no,partner,0,9018fzkj1ket02r2m
850,20/05/2020 10:56 PM,SW1 3RN,no,father-in-law,0,4u3bs6ech845xtm5baslh2kw8ygqf
851,26/05/2020 02:16 AM,SW1V 4DG,no,father-in-law,0,6oses3w7vavpj4izcgl69vmzyzdq9inb8c4qpxsjo16g3mf5
852,25/05/2020 04:22 PM,SW1 3RN,no,brother,0,6v
853,26/05/2020 05:07 PM,M1 1AE,no,partner,0,v0s69zh0n
854,03/05/2020 03:02 PM,DN55 1PT,yes,brother,0,
855,23/05/2020 11:29 PM,SW1 3RN,yes,father,0,uhq4dyzzxur05sycon5aj0jivwx9felodw7ayu0t76rvrdoagt
856,31/05/2020 08:37 PM,B33 8TH,yes,brother,0,l09w226o5wu4vx1wnxhyzwef0zpqw0hl6m
857,09/05/2020 03:46 AM,M1 1AE,yes,father,0,b93n
858,30/04/2020 12:06 PM,W1A 0AX,yes,brother,1,1r5ystrv31xvwlkbg78va2srnav4iz8678
859,25/05/2020 01:13 PM,M1 1AE,yes,father-in-law,0,mf8oiq2bl205ksven37ks6orshtzxyj3xtfbf5k7q
860,16/05/2020 09:57 PM,EC1A 1BB,yes,partner,0,tgzx27nlgt36pyy4p6tp08w1
861,20/04/2020 01:28 PM,DN55 1PT,no,father-in-law,0,j703kgkeyj8786kqkn06vlvcxrwb659ch6o
862,15/05/2020 06:30 AM,X,yes,father-in-law,0,demp6xd43bkk3x6678w1j9klilhx4wn79xet7o6vc236of
863,28/05/2020 12:39 PM,W1A 0AX,no,brother,0,x
864,19/04/2020 11:56 PM,SW1V 4DG,no,partner,0,cgw6go6nu9z3zt8aury4xh68hql6rd60
865,17/05/2020 11:23 AM,DN55 1PT,yes,partner,0,9937glbzk
866,16/05/2020 06:26 PM,DN55 1PT,no,brother,0,1o4ed6zs5p8y7jo4yhdas9kwux9o0749c0foubc92vddp
867,28/05/2020 06:08 PM,B7 4NG,yes,partner,1,590ygezpxfiv0kwbakn6idtrla7kl8egsdcl
868,20/04/2020 06:36 PM,X,no,partner,0,1sob
869,14/05/2020 05:22 PM,SE1 8XX,yes,brother,0,l4yh3texyf1feh1jir5sgwxi19v0qps81qlcl
870,26/04/2020 04:44 PM,EC1A 1BB,no,father,0,ttogutsdj5b9ugo7vfvvxhovfaqkgwwy7518jmshv282
871,29/05/2020 04:50 AM,CR2 6XH,no,partner,1,u1cvgea
872,21/05/2020 11:22 PM,CR2 6XH,no,father-in-law,0,ppw37tc4s4rzir4o1jat5azyldn5vvclweu75ovdfesuh
873,27/05/2020 10:55 PM,W1A 0AX,yes,partner,0,7qq0x211mh24egp566g3x2igl728h0gfbf8ey88kc4yyck
874,06/05/2020 02:11 PM,SW1 3RN,yes,father-in-law,1,r22fgtu0ft0
875,31/05/2020 05:44 AM,DN55 1PT,no,partner,0,83c6re38dc51yp17hyhsjscfp8vcwexvse2wq009or8t
876,16/05/2020 09:26 AM,SW1V 4DG,yes,father,0,0gwexh382rwsfmhffra6nwjjjegmjeglsysb6chkj
877,29/04/2020 10:10 PM,B7 4NG,no,father,0,oz95p0ohr84osh3pwecwsgo2gxcusy9
878,20/05/2020 01:55 AM,X,yes,brother,0,rrgbwrhixj
879,17/05/2020 09:58 AM,B7 4NG,no,partner,0,035a7khab5v53jzf49ebx20wx
880,30/05/2020 01:42 AM,EC1A 1BB,yes,father-in-law,0,d0msmrfl7n8zxf6z4v11wivxbv
881,08/05/2020 10:02 AM,W1A 0AX,no,brother,0,cst9azgalj3m8fu9p5guvu4w2dx0yl97fna5xhfe
882,28/05/2020 09:44 AM,M1 1AE,yes,father-in-law,0,lv4h
883,19/05/2020 09:17 AM,DN55 1PT,no,father-in-law,0,jg219a96mlbrp1xq1gj5c90r8j3eokjtyk6nm8htkiq4bdlrov
884,22/05/2020 12:41 AM,nan,no,father-in-law,0,75c5
885,18/05/2020 08:11 AM,SW1V 4DG,no,partner,0,9ca1a32
886,22/05/2020 12:04 AM,B33 8TH,no,brother,0,v5bphz525p89l6fuisif4fopi1qq3376xz
887,27/05/2020 07:52 AM,DN55 1PT,yes,father,0,fhqo5oeksqpmh1ugmm3kjtw2sxzv8wi9pxdompczsp2azkifl
888,17/04/2020 11:55 AM,W1A 0AX,yes,partner,0,l35maryz700as3t4wdvk5y8hzn61rj5wzipw4
889,09/05/2020 04:34 AM,CR2 6XH,yes,father,0,5ajcoljv70b7ujxyoq0pcr14bhf
890,19/05/2020 01:10 AM,SE1 8XX,yes,father-in-law,0,z662w82m114pekoxp7e8lumsh
891,09/05/2020 05:14 PM,W1A 0AX,yes,father,0,secs8bstbpgjxc79fi7f0kpswekgmvhny8acecp99eucfi8v6
892,20/05/2020 06:10 AM,B7 4NG,no,father,0,qtd2puvvxz
893,04/05/2020 08:01 PM,SW1 3RN,no,brother,1,09u
894,24/05/2020 11:15 AM,EC1A 1BB,no,father-in-law,0,g3si2iwhihwtihefns4ojj9s68kz228
895,18/04/2020 02:15 PM,SE1 8XX,no,father,0,ttpm33cm5u00isjy8cnoqv
896,13/05/2020 10:36 AM,M1 1AE,no,father-in-law,0,to6181p9ss7krvkqwcjr8d0eqlo5kxkts6jna6r9gq
897,20/05/2020 08:53 AM,EC1A 1BB,no,partner,0,f85e9zm
898,02/05/2020 03:52 AM,B33 8TH,yes,father-in-law,0,v8mgx92fie228
899,25/05/2020 02:00 AM,EC1A 1BB,yes,father,0,9iexfn44nup5pgaa5463u6y7rka7py915iti8o6d8h
900,19/04/2020 02:41 AM,W1A 0AX,no,father-in-law,0,ande7cvw448zw812xu52
901,03/05/2020 07:08 AM,B7 4NG,no,father,0,40j
902,22/05/2020 09:49 AM,B33 8TH,no,father,0,a39b7nv399v3l9mrqi2dhbvi8q77nedzpvsevkqco18l
903,12/05/2020 09:03 PM,DN55 1PT,yes,brother,0,9m2gww8ogqwq23qm
904,05/05/2020 09:48 PM,EC1A 1BB,no,father,0,p6atpo
905,11/05/2020 12:52 PM,SW1V 4DG,no,father,0,onafm69nayp9wvqzpoz4li
906,29/05/2020 05:10 AM,SW1V 4DG,yes,brother,0,2xj
907,29/04/2020 06:21 PM,EC1A 1BB,yes,partner,0,vltvrl99yomvk3b9gb875zmkb90pg1
908,26/04/2020 08:49 PM,B7 4NG,yes,partner,0,ewjn89cga430o6xwhvfh1f53rkn56pv1ekfzk8pq
909,19/04/2020 06:40 PM,X,no,partner,0,mhh6uw23ld7xl9us54efok13lxt9sy4h8hucy
910,03/05/2020 04:07 PM,DN55 1PT,no,father-in-law,0,tuiv6zxf07jmmodltnuprbbf6ar8bjkvimbgsokvsc80x
911,01/05/2020 11:27 AM,DN55 1PT,no,partner,0,2a9n3zzlsn76j42mlp4tje9xbaaa8d992dhk
912,25/04/2020 01:36 AM,SE1 8XX,no,partner,0,z4l62ckhd8zzko23yngz95qhnogdhka
913,09/05/2020 02:30 AM,X,yes,partner,0,iksz
914,04/05/2020 02:12 PM,M1 1AE,no,partner,0,3ucbagvjw6y7y0ve41sd9cfk6tegstymruzjqjx
915,20/05/2020 03:49 AM,B7 4NG,no,brother,0,oi50tm5ueet3yxaz9ykov0mn6p12b0soou2j0u26t
916,12/05/2020 11:38 AM,SW1V 4DG,no,father-in-law,0,ply0vrkplsf9nc3nt6yf11fhsvs97tcy3mhy8wzeaeb
917,22/05/2020 11:10 AM,EC1A 1BB,no,father,0,saieesdoxcy7pb7vz897eg8n1q7fii0atsxf4xp2xp
918,20/05/2020 06:17 PM,SW1 3RN,yes,father,0,bu6qfnibjxgea5pwfn1b4avnh6qdx8k
919,03/05/2020 08:46 PM,B33 8TH,yes,partner,0,3ljagjncpu37gpzgrzswe9m0qf
920,27/04/2020 12:39 PM,nan,yes,brother,0,pp0q4xxkrcfaoqgcle3xxxfo87qllnatvxz7brho
921,10/05/2020 06:19 AM,CR2 6XH,no,father,0,mv7sj3kc86lmwvgclvq47zy1k7e4pqq55ov7ujrb
922,27/04/2020 09:19 PM,SE1 8XX,yes,partner,0,ej377ton7zy9pnjqvto
923,10/05/2020 03:17 PM,EC1A 1BB,no,partner,0,kb0l9c2fh70uv30jdb2bsckk22
924,28/04/2020 10:43 PM,CR2 6XH,yes,father-in-law,0,09aey4mqh3hke4vuezw7jm1nr9b03s52fpfb58on8qx46yd5
925,24/04/2020 11:00 AM,W1A 0AX,no,father,0,k0jgg1ruon2t7dnnslnghk98ae
926,12/05/2020 09:32 PM,SW1 3RN,no,father-in-law,0,wufabs472qxauquwp0rfk40
927,20/05/2020 01:47 AM,X,no,partner,0,2f27j4dwv792pkn2om0f8c8i378tjz
928,24/05/2020 04:31 AM,SW1V 4DG,no,brother,1,ufq6iq
929,20/05/2020 05:55 PM,DN55 1PT,yes,partner,0,m0hng2soc193355krffng02fb7oe0z2
930,29/05/2020 12:13 PM,SW1 3RN,yes,brother,0,qygm4u
931,21/05/2020 01:03 AM,SW1V 4DG,no,brother,0,nbdz72qrb
932,15/05/2020 10:26 PM,DN55 1PT,no,father-in-law,0,ur88ts09nthlkpthuzfcm4z
933,28/05/2020 12:01 PM,EC1A 1BB,no,partner,0,io3porud90ih22way4wlpabmnuweyy12u2kdxduxz9obnjm73
934,23/05/2020 04:21 AM,B7 4NG,no,father,0,dsds92r3whcbqdnxr
935,28/04/2020 06:44 PM,nan,no,father-in-law,0,2et3hywcxxft79qh07vejtuutmy8njo6e
936,18/04/2020 08:42 PM,W1A 0AX,yes,father-in-law,0,104xufm0j18wqngg384u
937,12/05/2020 04:38 AM,B33 8TH,no,father,1,bu5f000
938,13/05/2020 03:27 PM,CR2 6XH,yes,father,0,9jtfmozx4fyzmoh213gela7zwz
939,28/04/2020 03:13 AM,nan,no,father-in-law,1,e9gh09rwylo1le2yp04n7lpk0qelj9ktr055e0u7bwqzi
940,27/05/2020 02:01 PM,EC1A 1BB,no,partner,0,jxkvflx5ibkugj2
941,21/05/2020 12:15 PM,SE1 8XX,yes,father-in-law,0,6uyqhq5
942,23/05/2020 01:32 PM,M1 1AE,no,father,0,f17hvt6ovqt3cg15174z2bvv4
943,29/04/2020 05:43 PM,M1 1AE,yes,brother,1,zmlngunoxqxxm5l5t1ecwkv241zkpgnf1j
944,28/05/2020 02:09 AM,DN55 1PT,yes,brother,0,zkju0jc0n67mt7joym9wpj
945,17/05/2020 02:38 AM,M1 1AE,yes,brother,0,igrtvjimc1z88a8
946,25/05/2020 11:21 PM,W1A 0AX,no,partner,0,noznh7we3jh30n9ar24pnsfl
947,24/05/2020 08:20 AM,SW1 3RN,no,father-in-law,0,saeenaudb9
948,16/05/2020 08:51 AM,SW1V 4DG,yes,brother,0,mjfhzwt
949,18/05/2020 04:52 PM,SW1V 4DG,no,father-in-law,0,6ildmdlv2cix9x70nnehp12wvxi9ut4
950,10/05/2020 05:40 AM,SE1 8XX,yes,brother,0,fmodqa1113qwducvpsprgw779j8j1653j9byso3y2zw7
951,30/04/2020 10:06 PM,nan,yes,father,0,vnpa
952,07/05/2020 01:46 PM,W1A 0AX,yes,father,1,hyii8hjgzmteuqsg33
953,12/05/2020 05:36 AM,B7 4NG,no,father-in-law,0,jdzijbmvr5kma2hxf8
954,16/05/2020 08:00 PM,DN55 1PT,no,father-in-law,0,dc2wp1wigonnjw22kiti7umhxmjg8kd4
955,08/05/2020 11:07 AM,B7 4NG,yes,father,0,qu0b17oqjps9a4vlyzg2obifrux8laopwdeikvuaq
956,17/05/2020 09:43 AM,W1A 0AX,yes,partner,0,uqgab99g90zx7jzb76pbkgt73hx8nbj7vot53wpzd
957,29/05/2020 01:00 PM,B7 4NG,no,father,0,cjbg8y7bq6jfxmd87wllo61h62fwokysp6e43qmyut1l4q7
958,30/05/2020 11:02 PM,W1A 0AX,yes,brother,0,zjqmtgq820leqgxr0u0
959,28/05/2020 10:48 PM,M1 1AE,yes,partner,0,7vcbs7
960,25/05/2020 07:53 PM,nan,no,father-in-law,0,piy1xtvfc0izeaoo4uqflqg063
961,19/04/2020 10:37 PM,CR2 6XH,yes,brother,0,bo4ttig0joar64chyjio0qjf2gd8ynr1w
962,23/05/2020 12:50 PM,SE1 8XX,yes,father,0,ru8ey2llnx6tbez
963,19/05/2020 07:17 PM,nan,no,partner,0,d8iki86ct6w
964,11/05/2020 05:16 PM,SW1V 4DG,no,partner,0,3tfh717jql7s069i717kfbbm7ncndtabdg5dnx3s4a90
965,10/05/2020 09:12 AM,B7 4NG,no,father-in-law,0,
966,11/05/2020 02:39 AM,nan,no,brother,1,t8t3jsb8n7t
967,28/05/2020 07:03 AM,nan,yes,brother,0,9miw8mba4aoey
968,25/05/2020 11:48 AM,M1 1AE,yes,partner,0,qkgafeeo1uc7cu47wdggo2b99j
969,23/05/2020 06:24 PM,B7 4NG,yes,brother,0,6n3l4xr8wgh1um2th
970,22/05/2020 12:56 PM,EC1A 1BB,yes,father,1,n7c05u
971,28/05/2020 07:29 PM,W1A 0AX,yes,partner,0,xw82cg7wmcdbboeoi7nrga96l
972,17/05/2020 05:56 PM,DN55 1PT,yes,father,0,as1l7whi88ztwn8pr8z4rag702zz5e14l4t
973,28/05/2020 01:51 AM,nan,no,brother,0,zeqecw7mx6sm0lj
974,30/04/2020 11:56 AM,X,no,partner,0,t4g0itn
975,18/05/2020 01:10 PM,nan,no,partner,0,7if
976,13/05/2020 07:50 PM,X,yes,partner,0,n0zypp7bmwy3ltvjswydgc711szhvrpas
977,23/05/2020 01:29 AM,SW1 3RN,yes,father-in-law,0,g9zv3w3p3l0e
978,21/05/2020 01:50 AM,W1A 0AX,yes,brother,0,oeereg2qa0r20
979,23/04/2020 06:31 PM,B7 4NG,no,partner,0,wpcyccppngt0ms1e131l
980,09/05/2020 06:45 AM,X,no,father,0,pcrqa4l6
981,03/05/2020 07:06 PM,M1 1AE,no,brother,0,sr7tkx5faqphabh5nrlvjb5ryg4g50jgg3btkc2ce
982,06/05/2020 07:55 PM,B33 8TH,no,partner,0,e5ollnx83eu5nhvwapna7tw5o5rc2cujnecemhqg8jhkx
983,03/05/2020 03:35 AM,X,yes,partner,0,gu1h9qv
984,21/05/2020 06:37 AM,EC1A 1BB,yes,father,0,4voezhcpnnkc63yueamh852ug3nv
985,19/04/2020 07:23 PM,CR2 6XH,yes,father,0,07zyp6ct6b60gv4
986,28/05/2020 03:40 AM,EC1A 1BB,no,partner,0,yqel
987,09/05/2020 04:49 AM,CR2 6XH,yes,father,0,1
988,17/04/2020 06:01 AM,SW1 3RN,no,partner,0,u47dl
989,02/05/2020 06:15 AM,SW1 3RN,no,father-in-law,0,ux5u130qgtwtgad6
990,07/05/2020 02:37 PM,SW1 3RN,no,brother,0,k5g913x4j6k2twmbr25uz2wpt3bih7zvza2egm6
991,29/04/2020 12:56 AM,B7 4NG,no,father,0,tt6t0npeivzkbborxltrlvz8
992,28/05/2020 07:31 AM,SW1 3RN,no,father,0,ctnqiurdcyl6glulglvsgl5n9a
993,24/05/2020 11:33 AM,CR2 6XH,yes,father,0,4av0vfnb8bs1iy609v9deigduvkuuj50muap6ihy
994,28/05/2020 04:02 AM,B7 4NG,yes,brother,0,05cs8u70e4tfcsf
995,27/05/2020 01:13 AM,B7 4NG,yes,partner,0,2aihkvtebme
996,03/05/2020 11:56 PM,B33 8TH,no,partner,0,42no1ndt71hqybf4hrx1
997,24/05/2020 01:22 AM,nan,yes,brother,0,fvtezz6k05bhmylhxa7nfqj20oyz01kny0uggrr8
998,13/04/2020 11:05 PM,W1A 0AX,yes,brother,0,153f2f2pszku75nqscqs0hcbspitlaiyoriu71xrw7n6j
999,22/05/2020 10:31 AM,CR2 6XH,yes,father,1,dyalo804497xm6iaghxqxcak8hyk40ctuvy2su
