,date_of_report,postal_code,first_time_experience,aggressor,written_report
833,19/04/2020 11:10 PM,DN55 1PT,yes,partner,zdj549g0e1dxb0z5x1hr
834,11/04/2020 07:23 PM,X,no,partner,2skq2g2obwt5hnv1cfhhxza
835,04/05/2020 07:55 AM,SW1V 4DG,no,partner,gggfkw0cbh3guv4nsjibolekm2nw42rf5
836,14/04/2020 05:31 AM,B33 8TH,no,father-in-law,rxt5elo0ryp4oznguey6y8i3
837,06/05/2020 02:55 AM,CR2 6XH,yes,brother,1y7rmed93dt7oc5wqk5nnu6agzf5fildpsph3d4cxqsl
838,21/05/2020 11:03 PM,DN55 1PT,yes,father-in-law,hbqqhp19j72quo4jvmhtkya6jx34obihxdxku
839,29/04/2020 12:13 PM,EC1A 1BB,no,partner,3cjwfo3j
840,20/04/2020 03:34 AM,B7 4NG,no,father-in-law,xjlv7y2o6vzlz426uiyt
841,05/05/2020 05:09 AM,SE1 8XX,yes,partner,pvpzr9f8h82moztf5n
842,13/05/2020 11:29 PM,M1 1AE,no,brother,lvunuu9wyj8bmgiqa88eoij0f906d948m0x0q
843,24/05/2020 07:19 PM,M1 1AE,no,father,m6m9he3vti2xix124djjgpoxdw5nlm5dte9w2rl2gkonoivq
844,20/04/2020 12:23 AM,W1A 0AX,yes,partner,0xaym0o39isya
845,14/04/2020 06:56 PM,X,no,brother,s6kn7w5hsxa2cz60917lb8
846,10/04/2020 12:58 PM,SW1V 4DG,yes,father-in-law,bdfrq48bn8dgk
847,07/05/2020 06:53 AM,M1 1AE,no,brother,wlg5yqussu14h83120sqc6w2w07t8ngk
848,11/05/2020 06:01 PM,M1 1AE,no,brother,zbe04bqpwr97uv4yef9prwwhsp4v368lqw6xofh942
849,11/05/2020 06:53 AM,EC1A 1BB,no,father-in-law,0z51o0opjtk7ag
850,26/05/2020 07:57 PM,X,yes,partner,gl4ew3axxtfvr0lsk6al1fk3zlvc67
851,05/05/2020 01:15 PM,EC1A 1BB,yes,father-in-law,5utivq6yn1ab3g3ct76s8wlo8w
852,15/05/2020 04:13 PM,SW1 3RN,yes,father-in-law,ox2igaoup099jrqdxh1ih5
853,22/04/2020 03:09 AM,B33 8TH,yes,father-in-law,sjz0jgev3qy52xe
854,18/05/2020 09:12 AM,nan,no,partner,gsbstw5zqpejigplw4qp3ytbds0zyika5nk
855,12/04/2020 02:28 AM,B33 8TH,no,brother,j
856,05/05/2020 06:11 PM,X,no,father,0gxv7gt8eiapxw4i4ori5zqh8rwmlw7bd
857,24/04/2020 10:31 AM,DN55 1PT,yes,partner,hz71uzcsktxdki6ejrkbrv5dbh1654llxgxx
858,20/04/2020 01:51 PM,nan,no,father,ynzra4sqkfvharioq30712wj07gs
859,27/04/2020 12:36 PM,DN55 1PT,no,partner,7332kp
860,25/04/2020 11:35 AM,M1 1AE,yes,father-in-law,e8a7elj6q9jbzwshwfg
861,26/05/2020 07:07 AM,DN55 1PT,no,father,ezi7ui2yl4dniwo0akbp76
862,25/05/2020 07:10 AM,SW1 3RN,no,brother,52x9m6umuw234ommanl0rahvhph8a9p79
863,25/04/2020 01:19 PM,M1 1AE,yes,brother,g5ro7xcy9afozrd21p3gvel0yg8ui7skpzuds90kfo
864,22/04/2020 04:46 AM,X,yes,father-in-law,xij8khoe720xshon1i1r2hy3ib7uc8rj5x8o3qvc8gb0ils7
865,23/05/2020 03:12 AM,SW1V 4DG,no,partner,q70atrp
866,30/05/2020 09:39 AM,B33 8TH,no,partner,t6l8t6fz2q7
867,26/05/2020 11:37 PM,X,no,partner,zvpou9m42sjo5y453p21rp8c9uoou2q84yqk
868,24/05/2020 07:30 AM,B7 4NG,no,father,voiwdg4y
869,27/05/2020 06:07 PM,M1 1AE,yes,father,tbotwe7vnp1sv0tt4ttkio9eqblev9j461ongkh5yb
870,14/05/2020 09:09 PM,SW1V 4DG,yes,partner,5k1n0smiwrd
871,11/05/2020 09:35 AM,X,yes,father-in-law,dbwecfz03fqg0ssl2gd5a
872,21/04/2020 09:57 PM,B7 4NG,no,partner,i30bq54f6rut10cox6j9p2qk8rvs7in6e7ust6r0df
873,15/05/2020 12:16 PM,SW1V 4DG,yes,brother,t3qu9b8qfqowxcfnxji8sb40ap9tyaje
874,20/04/2020 02:31 AM,W1A 0AX,no,father,zg03z0j6r0xyu8kmt
875,16/05/2020 04:02 AM,SW1 3RN,yes,father,5wrm2dpm379ul623jlbcwbt7hwj
876,23/05/2020 07:22 PM,SW1V 4DG,no,partner,npyptsaj8ok54nqx35di98tjl6xgmgj106q3d8
877,23/04/2020 07:30 AM,B33 8TH,yes,father,ep7rf
878,04/05/2020 09:19 AM,B7 4NG,yes,father,u9pb385opb8gjtwn726uxsubw0ybwa2s0j3t1
879,22/04/2020 09:14 AM,W1A 0AX,yes,partner,7e5xo1uuyowxslvjftd70tufm1wwl7ke0cnr1sbujij
880,30/04/2020 12:46 PM,CR2 6XH,no,father-in-law,tr112tbryr4215hf1lase0hxzq6bx
881,30/04/2020 06:50 PM,DN55 1PT,yes,father-in-law,c42dj95c2fe6kktf0ze7895f
882,16/04/2020 09:44 PM,nan,no,father,lhps2yfgiiyfdun8fbq2m5mkn6lq3pv158aup9tc2xjcah
883,24/04/2020 09:58 PM,CR2 6XH,yes,partner,tt4lx3j95yblpapg5d00csunzsf1mumvtxsn3hd5al2tt9
884,12/04/2020 04:42 PM,SW1 3RN,yes,father,hvsx1laascrfbz
885,24/05/2020 07:12 PM,DN55 1PT,no,father,eeo3b403ahbs
886,23/05/2020 08:27 AM,SW1V 4DG,no,brother,zyve7m2
887,15/04/2020 11:50 PM,CR2 6XH,yes,partner,0
888,21/05/2020 10:24 PM,W1A 0AX,no,father,b9wo6k0d1x9rc696xl03ka
889,25/05/2020 04:01 PM,B7 4NG,yes,father-in-law,hcpcyflztdm934gl
890,30/05/2020 12:57 AM,SW1V 4DG,no,partner,
891,19/04/2020 05:58 AM,SW1V 4DG,no,father,uub5
892,01/05/2020 08:57 AM,CR2 6XH,no,brother,91j2acoeku1uqi147s78f7zubdc5
893,11/05/2020 02:33 AM,SW1 3RN,no,father-in-law,ardi45e3eaafa91g75z5o
894,14/05/2020 04:25 PM,M1 1AE,no,father-in-law,vhfss637939yumqzjtb
895,07/05/2020 03:48 PM,SW1 3RN,yes,father-in-law,qa9xj8i0wd7je67h3xcklfggamc
896,30/04/2020 03:18 PM,B7 4NG,yes,brother,qjo07imz6y2coii9afb
897,18/04/2020 10:04 AM,M1 1AE,yes,brother,cyz7
898,05/05/2020 07:01 AM,B7 4NG,no,father-in-law,zdsmmqdft2sw0s1c1lkdwrtz67mfp7bg9gzmzshscfrp7k
899,18/05/2020 12:19 PM,SW1 3RN,no,father-in-law,bnjsu41krgh9metrtgpgv
900,19/04/2020 03:28 AM,B7 4NG,yes,partner,a5fbkr2qfy1f
901,20/05/2020 01:22 PM,M1 1AE,yes,father-in-law,j822p34q26mfy8mwv1vt3snn6fgmfem9set
902,07/05/2020 01:17 AM,SW1 3RN,no,partner,0a7w2i5zbpamd1zoxfw6oo4dbnzp8m80sj5fc9
903,04/05/2020 10:16 PM,EC1A 1BB,yes,father,ml7jxuv0vxvpi07iyii4ugrjb
904,17/05/2020 08:23 AM,EC1A 1BB,yes,brother,22k2tw4st45l6f6ix36onl4igtoctsp2hqi
905,21/04/2020 11:37 PM,nan,yes,brother,yz157bd2g280kj5ahy
906,15/05/2020 03:57 AM,EC1A 1BB,yes,partner,07yoopagkj4fgch
907,11/04/2020 09:45 AM,M1 1AE,no,partner,12yknpejs0ww16efsai5l81ryae3s2
908,20/05/2020 08:16 AM,DN55 1PT,yes,father-in-law,vx5r1nw99p5skiljon5hcli20zdyn3o3yvk5lk
909,08/05/2020 08:50 PM,EC1A 1BB,no,partner,p6oydknbpgrgrbu5y32xsdn80h669td8tsaj0j7
910,29/05/2020 01:26 PM,EC1A 1BB,no,father,8lwtj61zox8q
911,22/04/2020 09:13 PM,W1A 0AX,yes,brother,nbb8cbu7fhbu9gzawq58duqchad319rr0
912,15/04/2020 11:25 PM,nan,no,father-in-law,pbe
913,30/04/2020 08:27 PM,CR2 6XH,no,father-in-law,y7et
914,26/04/2020 05:42 PM,DN55 1PT,yes,father,1jwppk0jxyi18urihrlh35t2ds1a0
915,05/05/2020 05:05 PM,SE1 8XX,yes,father,yo00gohkvy0f36brd0raozddrhn3443o7m
916,31/05/2020 01:46 AM,X,yes,partner,u
917,03/05/2020 06:46 AM,SW1V 4DG,yes,partner,v54gt0ymemo361io3jc5t8brqf2ygn4
918,06/05/2020 10:49 PM,nan,yes,brother,o6cpg7iezem4h30j7ukrxozsay3qvt9c3h4zalg
919,29/04/2020 01:57 AM,SW1V 4DG,no,father,ml7e
920,25/04/2020 09:06 AM,M1 1AE,yes,father,rekfpdhio9sl
921,15/04/2020 06:55 PM,SW1V 4DG,no,brother,mlh89uva2f94rm2eilzkc7ge9gf8k4461zudmhu46v385
922,08/05/2020 05:11 PM,SW1 3RN,no,father,3c6x3xn04ihw6b43b97jn1dj17dov
923,16/05/2020 04:02 AM,SW1V 4DG,no,father-in-law,nnb3
924,30/05/2020 07:48 AM,SW1 3RN,yes,partner,z0j3dhy5p7t33f99709zurqu5
925,26/05/2020 01:15 PM,nan,no,father-in-law,mkh4k3rm
926,17/05/2020 05:07 AM,B7 4NG,yes,father,4gkqh1g201muhd0m9ystoaekxwg3i9ndqci7kr3o3fxe
927,08/05/2020 06:02 PM,CR2 6XH,no,brother,wu9xhwtjdc7g
928,24/04/2020 12:39 AM,DN55 1PT,no,partner,iwz9n8
929,23/05/2020 05:13 AM,CR2 6XH,yes,father-in-law,j5xi
930,14/05/2020 01:05 AM,SW1V 4DG,yes,brother,f
931,24/04/2020 02:18 PM,EC1A 1BB,no,brother,amh9gtq5etdri1naq
932,26/04/2020 07:53 PM,B33 8TH,no,father,ab4btsbimxumkfzdm3u1skwf0x7cm9kf6slecfyfs
933,24/04/2020 05:49 AM,nan,yes,father-in-law,
934,25/05/2020 12:14 AM,SW1 3RN,yes,brother,3cj34sp79vdarjstu4wtj98sk6nlioi3j
935,11/04/2020 03:32 PM,SE1 8XX,no,father,0ch69y2j6cxq4nqh8yhtzqnk8ao7opzj6p
936,25/04/2020 08:33 PM,X,no,brother,uakcs460p7s98eg37yc
937,01/05/2020 02:35 PM,X,no,partner,7rdi4armcch7er050jmsbr32iojazyn71o53hsqt6ye0l
938,10/04/2020 10:54 AM,SW1 3RN,no,brother,qdimgyp3gjzbgurjbspqpry
939,12/05/2020 03:23 AM,SW1V 4DG,yes,father-in-law,ikm47jtxcsmmiw0ww814jv51eqhfbiqs6y8cxjp3rk0efh
940,26/04/2020 05:50 AM,X,yes,brother,j7sq6mw0t6yjdfblxuiuyveu
941,24/05/2020 09:57 AM,SE1 8XX,yes,partner,nuezjqo6d30q3ko9e0flk0bhrpnyews2n
942,18/05/2020 11:47 PM,nan,no,partner,rxdagoh8fg6l8utzzyu07earmq7uuqyjrq2pku2e7r1q9s53m4
943,27/04/2020 09:10 PM,SW1V 4DG,no,partner,bfihjksugge91vzy7st7hn3k7v2o7vn
944,31/05/2020 02:24 PM,B33 8TH,yes,father,1eup7lj42u4oym2oc84ejq02xkct1fifx9ngutyn3
945,15/04/2020 04:23 AM,DN55 1PT,no,father-in-law,fxho0eleb740n2plrxhcmkk
946,14/05/2020 07:29 AM,DN55 1PT,no,partner,7wx
947,26/05/2020 09:35 AM,CR2 6XH,yes,father-in-law,hasbuuq1p5py906
948,10/04/2020 05:09 AM,B7 4NG,no,father-in-law,
949,24/04/2020 03:27 AM,EC1A 1BB,no,partner,y5cr
950,25/05/2020 07:58 AM,SW1 3RN,no,father-in-law,xqqgl3hyax60ael7yz4rt2rqsflxaoyrc7soz6zzgahrh3qog
951,02/05/2020 12:38 PM,SE1 8XX,no,partner,r9xwgkdzibw8jiso8iiqhb
952,05/05/2020 11:54 PM,W1A 0AX,no,father-in-law,cjrv3l12q54jfpir679dw8cari
953,30/05/2020 01:42 PM,SW1 3RN,no,father,crj4jpdc25vteavyvux0xic3fcffjb5cj4s6q36x69
954,29/05/2020 06:25 AM,B33 8TH,no,father,xtow3y7qk39s97je61a3
955,22/05/2020 12:44 PM,SE1 8XX,no,father,2f6wbsuj3sqcgf3d1pzflewho8g594we4
956,10/05/2020 11:39 PM,EC1A 1BB,yes,father-in-law,5
957,30/04/2020 02:35 AM,CR2 6XH,yes,father,xxjxref53fjcn
958,19/04/2020 09:05 PM,SW1V 4DG,no,father-in-law,3xfu
959,25/04/2020 08:05 AM,X,no,father-in-law,28if3
960,17/04/2020 11:13 AM,B7 4NG,no,father-in-law,a5tcvpta
961,26/04/2020 12:55 AM,W1A 0AX,no,father,x8yjyv7
962,21/05/2020 12:18 AM,SE1 8XX,yes,father-in-law,73b2t461ee8wtuzukilz7e6tew2zugziz6jxckatm5
963,29/05/2020 12:10 PM,X,no,father-in-law,p4u3eeskaub3muqenwlhzac3rpwzf9p3ycdri17jt55k
964,09/04/2020 11:55 PM,DN55 1PT,yes,father-in-law,dkjeynv4a1v5gkx1agqjcqdndyigz8eai9ftl17
965,13/05/2020 10:56 PM,B7 4NG,yes,partner,0820vacbgnbm9o8abaowoeaybfhmme4axod6x5
966,24/04/2020 07:41 AM,nan,yes,brother,gdfglmc840s865hzjh
967,15/04/2020 07:30 PM,DN55 1PT,no,brother,gg98b9ectbl7mimjjyl0qn2vkzonad5kuzdu45
968,15/04/2020 04:51 PM,B33 8TH,yes,father,zsb4tln0jhucq6b7ka7u10a8jerawkz526s7kl2
969,06/05/2020 08:57 AM,CR2 6XH,no,father-in-law,dhvwcjkte7e2xe2i6a5uo9wxwodwphzcl07k4g7g4tbbq
970,13/04/2020 06:20 PM,EC1A 1BB,yes,brother,mvnesnw2muipluujm4pxiro0eo73birfluihqi0ag
971,28/04/2020 11:23 AM,DN55 1PT,no,father-in-law,rpinb0g0qf9xnxpefqw7ec6s
972,18/05/2020 09:39 PM,SW1 3RN,no,brother,g3klldl02ylar6qnluw6cjb
973,22/04/2020 03:39 PM,X,yes,partner,flw7arzo91lc8xfc91gpgvw1ietsn5baa4z1zus4
974,19/04/2020 09:12 AM,SW1V 4DG,no,partner,bindcerbqimguzazs70mej35auq
975,23/05/2020 08:57 AM,SW1V 4DG,no,father-in-law,cn2eh89spbaxyss
976,09/05/2020 06:24 AM,W1A 0AX,no,brother,m
977,09/04/2020 04:59 AM,DN55 1PT,yes,father,rn7e
978,04/05/2020 03:27 AM,W1A 0AX,no,father-in-law,qxmtx79xkjlhw0otwodco15a9esojy2eqz5s6uzrz0i11mq
979,10/04/2020 09:10 PM,SW1V 4DG,yes,father,bqwfucnk
980,10/04/2020 07:53 PM,nan,no,partner,vtrg
981,13/04/2020 09:48 PM,EC1A 1BB,yes,father,rktj
982,01/05/2020 06:05 AM,DN55 1PT,yes,father-in-law,zzmnupmj73m5t6vvocja
983,27/05/2020 08:49 PM,SW1 3RN,no,father-in-law,kzlry8btnsfmkmgkedwni3s1i9r2ya5vhpqotfj
984,15/04/2020 12:20 AM,DN55 1PT,yes,father-in-law,ybwjzzy8jehrc3u5psltn8rindj983grfifxle1glfxjpm5
985,03/05/2020 03:46 PM,CR2 6XH,no,brother,pixy4r8wq94kbx
986,22/05/2020 10:30 PM,B33 8TH,yes,father-in-law,qlg4uo5u21gypbzjwpkvd3h6d
987,17/05/2020 06:36 PM,nan,no,father,md5awl6wa9zogxitphmg
988,27/05/2020 11:17 PM,DN55 1PT,yes,father-in-law,voftqyrorhzao1cj9styhzey05hm51yypp9smxw6zpw
989,03/05/2020 12:38 PM,CR2 6XH,yes,partner,y
990,11/05/2020 02:40 PM,SW1 3RN,no,brother,hiywwtf1uygkothxux3oa5ldccwd88
991,12/04/2020 12:35 PM,B7 4NG,no,brother,qyo1p1blgxe3hbcq2
992,12/05/2020 07:12 PM,M1 1AE,no,brother,gop1wtl5amhbg2o5l62655utjtsifw1r91eimxbb88y7q5s
993,08/05/2020 01:16 AM,nan,yes,father,xlo5gvn6mftb91u0c15qtzmabbpdytljg1
994,10/05/2020 11:45 PM,SW1 3RN,yes,partner,wy5cwjyuwmc5skxr1kbacrvuwhuvipqyhao8qhh5uglxao42
995,22/05/2020 04:20 AM,CR2 6XH,yes,father-in-law,haiw003x7ikng2fdsoj5dmqd2uqggd1bqkaj4
996,12/05/2020 09:56 AM,M1 1AE,no,brother,v6hy98myt
997,27/04/2020 06:07 AM,SW1 3RN,no,partner,elp1fcob8uoiu4oyf70obb2fk1og
998,29/04/2020 02:12 AM,EC1A 1BB,no,partner,neanik1phhwxayjt5qbq853ypf0wgymvc17w8pmxvr6wnw406
999,25/05/2020 11:40 PM,X,no,father-in-law,60kr070fqnjjyhvxt90ngt
